,unnamed: 0,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month
8251,8251,TJ58873,Oregon,2748.800067,No,Basic,High School or Below,2011-01-14,Employed,M,56900,Urban,Married,68,11.0,34,0.0,1,Personal Auto,Personal L3,Offer3,Agent,304.115627,Four-Door Car,Medsize,A,1
8252,8252,TW16499,California,3633.05403,No,Extended,Bachelor,2011-02-28,Employed,M,43334,Suburban,Married,95,3.0,72,2.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,614.367195,Two-Door Car,Small,A,2
8253,8253,XX34879,Oregon,14718.11779,No,Extended,College,2011-02-26,Employed,M,56263,Suburban,Married,93,27.0,31,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize,,2
8254,8254,DC70690,Arizona,5598.00838,No,Basic,College,2011-01-13,Employed,F,51737,Suburban,Single,71,13.0,55,0.0,6,Personal Auto,Personal L1,Offer1,Web,430.163277,Four-Door Car,Medsize,,1
8255,8255,SK98708,Oregon,4069.776372,No,Premium,College,2011-01-13,Unemployed,F,0,Suburban,Single,117,0.0,42,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,609.801279,Four-Door Car,Medsize,,1
8256,8256,IQ30108,Oregon,3087.432549,No,Extended,High School or Below,2011-01-28,Employed,M,67591,Urban,Married,77,2.0,78,0.0,1,Special Auto,Special L2,Offer3,Agent,198.080417,Four-Door Car,Medsize,A,1
8257,8257,SF32458,California,4991.47197,No,Basic,Doctor,2011-01-30,Medical Leave,M,12608,Urban,Married,66,23.0,72,1.0,3,Personal Auto,Personal L1,Offer1,Agent,214.866605,Four-Door Car,Medsize,A,1
8258,8258,MU59158,Arizona,4090.750678,No,Premium,Master,2011-01-30,Employed,F,38884,Urban,Married,102,4.0,87,0.0,1,Personal Auto,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medsize,,1
8259,8259,ZP49970,Oregon,5824.817366,No,Basic,Bachelor,2011-01-26,Employed,M,40964,Suburban,Married,74,7.0,57,0.0,8,Special Auto,Special L2,Offer3,Agent,355.2,Two-Door Car,Large,A,1
8260,8260,KN65809,Washington,11131.56637,No,Extended,High School or Below,2011-01-04,Unemployed,F,0,Suburban,Married,99,26.0,60,0.0,2,Personal Auto,Personal L3,Offer1,Agent,475.2,Four-Door Car,Small,A,1
8261,8261,FO36473,California,4298.378567,No,Basic,Bachelor,2011-02-17,Employed,F,31414,Suburban,Married,116,0.0,68,4.0,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize,A,2
8262,8262,HU41273,,8564.768226,,Basic,High School or Below,2011-02-17,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Sports Car,Medsize,A,2
8263,8263,BH35016,,16706.11699,,Basic,Bachelor,2011-02-09,Employed,F,63933,Suburban,Divorced,70,35.0,98,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize,A,2
8264,8264,KC26486,Arizona,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503,Suburban,Divorced,215,,21,,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,A,2
8265,8265,VO25412,Washington,8936.823519,No,Basic,Master,2011-01-01,Employed,F,37520,Rural,Married,74,21.0,30,0.0,2,Special Auto,Special L3,Offer1,Agent,163.576763,Two-Door Car,Medsize,A,1
8266,8266,ZS72533,Oregon,5191.446028,No,Basic,High School or Below,2011-02-09,Employed,M,86451,Rural,Single,65,0.0,99,0.0,3,Personal Auto,Personal L3,Offer1,Branch,7.793078,Two-Door Car,Medsize,,2
8267,8267,RR66500,California,2436.005997,No,Basic,Master,2011-01-30,Employed,M,87462,Rural,Married,61,0.0,79,1.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,Medsize,,1
8268,8268,KX86150,California,7188.292633,No,Extended,High School or Below,2011-01-29,Medical Leave,M,13542,Suburban,Married,94,5.0,35,0.0,8,Personal Auto,Personal L3,Offer1,Web,451.2,Four-Door Car,Small,A,1
8269,8269,KE60943,California,4908.207958,No,Basic,Bachelor,2011-02-27,Employed,M,33305,Suburban,Married,62,3.0,12,0.0,5,Special Auto,Special L2,Offer1,Call Center,353.77899,Four-Door Car,Small,,2
8270,8270,QJ40732,Arizona,4880.339614,No,Basic,College,2011-01-23,Employed,M,97984,Suburban,Married,61,1.0,36,1.0,5,Personal Auto,Personal L2,Offer2,Agent,407.450118,Four-Door Car,Small,A,1
8271,8271,CS51928,,4508.862933,,Basic,Bachelor,2011-02-08,Employed,M,83777,Urban,Married,112,18.0,74,0.0,1,Personal Auto,Personal L3,Offer1,Branch,377.354191,Sports Car,Small,,2
8272,8272,HU35721,Oregon,2876.822941,No,Basic,High School or Below,2011-02-14,Employed,M,40171,Suburban,Divorced,73,8.0,78,0.0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medsize,A,2
8273,8273,FM59265,Washington,8034.520139,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Married,103,16.0,50,0.0,7,Personal Auto,Personal L3,Offer2,Agent,741.6,,,A,1
8274,8274,ZJ26179,Oregon,8382.478392,Yes,Basic,Bachelor,2011-01-27,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medsize,A,1
8275,8275,VZ39362,Oregon,9060.204521,No,Basic,High School or Below,2011-01-18,Employed,F,57078,Suburban,Married,113,26.0,13,1.0,8,Personal Auto,Personal L3,Offer1,Call Center,542.4,Sports Car,Large,A,1
8276,8276,DP77737,Oregon,15114.40241,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,,1
8277,8277,SY95534,California,3792.829528,No,Basic,Bachelor,2011-01-21,Unemployed,M,0,Suburban,Married,104,23.0,76,0.0,1,Personal Auto,Personal L3,Offer3,Branch,748.8,SUV,Medsize,,1
8278,8278,MG12206,California,3728.874098,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Single,69,21.0,54,5.0,3,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,Medsize,A,2
8279,8279,QK88438,Arizona,5323.267311,No,Basic,College,2011-02-19,Employed,F,55289,Rural,Single,67,,71,,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medsize,A,2
8280,8280,BK43823,Oregon,12052.98409,No,Premium,High School or Below,2011-01-03,Employed,F,25419,Suburban,Married,101,13.0,18,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,584.567645,Four-Door Car,Medsize,,1
8281,8281,WS82822,Oregon,5391.970996,No,Basic,College,2011-02-21,Employed,F,41662,Urban,Divorced,69,27.0,73,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,217.973168,Four-Door Car,Medsize,A,2
8282,8282,DN66715,California,5181.620895,Yes,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Small,A,2
8283,8283,LK60013,Oregon,5969.55297,No,Basic,Bachelor,2011-01-26,Employed,F,97431,Suburban,Married,74,1.0,72,0.0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize,,1
8284,8284,NR32615,California,5498.940679,Yes,Basic,College,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,350.4,Four-Door Car,Medsize,A,2
8285,8285,CY50337,,10928.40709,,Extended,College,2011-01-11,Employed,F,74965,Rural,Married,90,20.0,93,0.0,2,Personal Auto,Personal L3,Offer1,Agent,58.557552,Four-Door Car,Medsize,,1
8286,8286,FC48492,California,2876.775085,No,Extended,Bachelor,2011-02-19,Unemployed,M,0,Suburban,Single,84,4.0,29,0.0,1,Personal Auto,Personal L1,Offer3,Branch,849.011958,Four-Door Car,Medsize,A,2
8287,8287,EO77382,Arizona,8873.525122,No,Premium,Bachelor,2011-02-14,Employed,F,53503,Suburban,Single,114,3.0,43,0.0,7,Personal Auto,Personal L1,Offer1,Agent,547.2,Four-Door Car,Medsize,A,2
8288,8288,PL18921,Oregon,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize,,1
8289,8289,XD32841,Oregon,13897.38856,No,Premium,Bachelor,2011-02-23,Medical Leave,M,24378,Suburban,Married,188,18.0,34,0.0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medsize,,2
8290,8290,RE85409,California,5386.969384,No,Basic,High School or Below,2011-02-21,Employed,M,93893,Rural,Married,67,16.0,70,0.0,8,Personal Auto,Personal L2,Offer3,Agent,98.66095,Four-Door Car,Medsize,,2
8291,8291,VV81837,Oregon,4928.648668,No,Extended,High School or Below,2011-02-15,Employed,M,52507,Suburban,Married,123,23.0,55,0.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,,2
8292,8292,CF27806,California,5470.060561,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,702.990032,SUV,Medsize,,2
8293,8293,DJ11965,California,4904.894731,Yes,Extended,College,2011-02-14,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,,2
8294,8294,GA93544,Oregon,2897.494724,No,Extended,High School or Below,2011-02-27,Unemployed,F,0,Suburban,Single,77,19.0,17,0.0,1,Personal Auto,Personal L2,Offer1,Branch,554.4,Four-Door Car,Medsize,,2
8295,8295,FP66510,Washington,8186.095915,No,Basic,High School or Below,2011-01-28,Employed,F,43877,Urban,Married,102,26.0,77,0.0,4,Corporate Auto,Corporate L1,Offer1,Agent,414.713588,SUV,Medsize,,1
8296,8296,BQ60673,California,5205.024842,No,Basic,Bachelor,2011-01-14,Employed,M,32946,Suburban,Married,66,13.0,7,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small,,1
8297,8297,ZX35838,Oregon,9336.336922,No,Premium,Master,2011-01-25,Employed,F,70177,Rural,Married,115,12.0,34,0.0,8,Personal Auto,Personal L1,Offer1,Agent,225.517666,Four-Door Car,Medsize,,1
8298,8298,VP57424,Nevada,6997.008618,No,Extended,Bachelor,2011-01-08,Employed,F,55873,Urban,Married,88,30.0,19,0.0,6,Personal Auto,Personal L2,Offer2,Agent,299.356083,Four-Door Car,Small,A,1
8299,8299,XB71208,California,2735.469265,No,Basic,College,2011-02-14,Employed,F,96314,Urban,Single,69,2.0,76,0.0,1,Personal Auto,Personal L3,Offer2,Agent,296.995798,Four-Door Car,Medsize,,2
8300,8300,HJ64239,California,8262.629249,No,Basic,College,2011-01-01,Unemployed,F,0,Suburban,Single,113,25.0,55,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medsize,,1
8301,8301,EN65835,Arizona,58753.88046,No,Premium,Bachelor,2011-01-06,Employed,F,24964,Suburban,Married,185,0.0,84,0.0,2,Personal Auto,Personal L2,Offer2,Agent,888.0,SUV,Medsize,A,1
8302,8302,BO46265,Oregon,6906.201903,No,Extended,College,2011-02-18,Medical Leave,M,13432,Suburban,Married,92,5.0,82,0.0,8,Personal Auto,Personal L3,Offer1,Branch,610.567945,Four-Door Car,Small,A,2
8303,8303,IO33050,Oregon,5119.414293,No,Basic,High School or Below,2011-01-10,Employed,F,40169,Urban,Divorced,65,1.0,47,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,302.818833,Four-Door Car,Medsize,A,1
8304,8304,YH24323,California,2511.697993,No,Basic,College,2011-02-03,Medical Leave,F,14906,Suburban,Married,66,31.0,0,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,421.632668,Four-Door Car,Small,A,2
8305,8305,RN87402,California,10369.3874,No,Basic,College,2011-02-08,Unemployed,F,0,Suburban,Married,69,35.0,50,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,454.3585,Four-Door Car,Small,A,2
8306,8306,SS90882,Oregon,7680.748159,No,Basic,College,2011-01-06,Employed,F,66795,Urban,Married,64,14.0,71,0.0,2,Personal Auto,Personal L3,Offer3,Web,238.032027,Four-Door Car,Medsize,,1
8307,8307,SV50502,Oregon,5595.835041,No,Basic,Master,2011-01-22,Employed,F,79189,Suburban,Married,69,6.0,97,0.0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medsize,,1
8308,8308,ZN24083,Oregon,5532.462342,No,Basic,Doctor,2011-02-26,Employed,M,29084,Suburban,Divorced,71,14.0,59,1.0,3,Corporate Auto,Corporate L2,Offer1,Web,492.088331,Four-Door Car,Small,,2
8309,8309,DA54619,Oregon,9035.671134,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,,44,,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,A,1
8310,8310,DQ50258,California,4814.350556,No,Basic,College,2011-02-07,Unemployed,M,0,Suburban,Single,67,17.0,4,0.0,4,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,A,2
8311,8311,WN45973,Washington,12584.00638,No,Basic,Master,2011-02-16,Employed,M,83013,Rural,Married,103,2.0,75,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,155.125923,SUV,Medsize,,2
8312,8312,LR82110,Nevada,20101.65141,No,Basic,Doctor,2011-01-27,Medical Leave,F,23638,Suburban,Married,102,32.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Web,489.6,SUV,Medsize,A,1
8313,8313,TS50305,California,3979.388247,No,Basic,High School or Below,2011-02-27,Unemployed,F,0,Suburban,Single,112,11.0,3,0.0,1,Personal Auto,Personal L3,Offer1,Agent,806.4,SUV,Medsize,A,2
8314,8314,CZ19025,Oregon,2489.16729,No,Basic,High School or Below,2011-01-26,Employed,F,47888,Suburban,Single,64,23.0,16,1.0,1,Personal Auto,Personal L1,Offer1,Web,545.083116,Four-Door Car,Small,,1
8315,8315,SM52948,Nevada,8707.619537,No,Basic,Bachelor,2011-01-05,Employed,F,57107,Suburban,Married,110,27.0,84,3.0,7,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Small,,1
8316,8316,UG49716,Washington,4196.689511,No,Basic,College,2011-01-03,Unemployed,F,0,Suburban,Single,114,19.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1182.289213,Sports Car,Large,,1
8317,8317,MY60905,California,4784.416267,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,68,16.0,81,0.0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Medsize,,1
8318,8318,HY76810,Oregon,6282.317743,No,Premium,Bachelor,2011-01-30,Unemployed,F,0,Rural,Married,172,23.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,141.460349,SUV,Small,,1
8319,8319,DY49235,Arizona,5205.751205,No,Basic,College,2011-01-10,Disabled,F,25237,Suburban,Divorced,69,23.0,52,0.0,9,Personal Auto,Personal L3,Offer2,Agent,378.345883,Four-Door Car,Medsize,,1
8320,8320,AW48347,Washington,13024.13012,Yes,Extended,Master,2011-01-31,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,,1
8321,8321,GQ11852,Oregon,13306.18451,No,Premium,College,2011-01-05,Employed,F,39017,Urban,Married,170,10.0,4,2.0,3,Personal Auto,Personal L3,Offer1,Call Center,592.85751,SUV,Medsize,,1
8322,8322,PM63319,Washington,4529.976333,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,65,7.0,67,0.0,7,Personal Auto,Personal L1,Offer1,Agent,438.369382,Four-Door Car,Medsize,,2
8323,8323,VC54081,Oregon,9449.745947,No,Basic,College,2011-02-10,Unemployed,F,0,Rural,Married,63,11.0,20,0.0,2,Special Auto,Special L2,Offer1,Branch,117.744416,Four-Door Car,Medsize,,2
8324,8324,CD38665,California,14510.44376,No,Basic,High School or Below,2011-02-01,Employed,M,41433,Suburban,Married,183,24.0,40,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.6,Luxury Car,Medsize,A,2
8325,8325,WG93963,California,8575.961719,No,Extended,College,2011-02-10,Employed,F,39946,Suburban,Divorced,218,23.0,99,0.0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small,,2
8326,8326,MJ45965,Oregon,8059.893671,No,Basic,High School or Below,2011-02-18,Employed,M,72309,Urban,Single,68,3.0,51,0.0,2,Personal Auto,Personal L3,Offer4,Branch,244.727144,Four-Door Car,Medsize,,2
8327,8327,PT73521,California,2732.613084,No,Basic,College,2011-02-08,Employed,M,42968,Suburban,Married,69,15.0,85,0.0,1,Personal Auto,Personal L1,Offer3,Agent,331.2,Four-Door Car,Medsize,,2
8328,8328,TU68427,Arizona,2649.658715,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Single,73,3.0,93,0.0,1,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medsize,,2
8329,8329,DZ38951,Oregon,6438.995346,No,Extended,High School or Below,2011-02-17,Medical Leave,M,19831,Suburban,Married,83,8.0,88,0.0,7,Personal Auto,Personal L2,Offer1,Agent,398.4,Four-Door Car,Medsize,A,2
8330,8330,VX79712,Washington,6775.924167,No,Extended,Doctor,2011-02-20,Employed,M,27354,Suburban,Married,86,2.0,13,1.0,7,Personal Auto,Personal L3,Offer4,Branch,412.8,Two-Door Car,Medsize,A,2
8331,8331,HH99354,Oregon,7231.000788,No,Basic,Bachelor,2011-01-24,Employed,M,67276,Urban,Married,61,,74,,2,Personal Auto,Personal L2,Offer2,Call Center,181.804443,Two-Door Car,Medsize,A,1
8332,8332,IS94199,California,4254.620669,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small,A,2
8333,8333,CG60089,Washington,12898.59142,No,Premium,Bachelor,2011-02-04,Employed,M,37449,Rural,Married,111,18.0,69,1.0,2,Personal Auto,Personal L3,Offer3,Branch,170.559281,Four-Door Car,Medsize,,2
8334,8334,EU81458,Oregon,2743.553584,No,Basic,Doctor,2011-02-12,Employed,F,95782,Urban,Married,68,6.0,22,1.0,1,Personal Auto,Personal L3,Offer3,Call Center,247.847239,Four-Door Car,Medsize,,2
8335,8335,CB62406,Arizona,6803.596768,No,Premium,High School or Below,2011-02-04,Employed,M,43758,Suburban,Married,171,16.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medsize,,2
8336,8336,FE24232,Nevada,4729.970205,No,Extended,High School or Below,2011-01-17,Unemployed,F,0,Suburban,Married,124,13.0,31,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,630.85509,Sports Car,Medsize,,1
8337,8337,BR23201,California,2586.807171,No,Basic,Bachelor,2011-02-25,Unemployed,M,0,Urban,Married,71,23.0,84,0.0,1,Personal Auto,Personal L3,Offer2,Branch,191.640085,Four-Door Car,Medsize,,2
8338,8338,KL65897,California,6331.338496,No,Extended,Bachelor,2011-02-21,Unemployed,F,0,Rural,Married,87,3.0,82,0.0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Two-Door Car,Medsize,A,2
8339,8339,JU72142,Oregon,14002.75508,No,Basic,Bachelor,2011-02-14,Employed,M,61225,Urban,Married,117,3.0,0,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,442.374873,SUV,Small,A,2
8340,8340,MJ51323,Oregon,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,A,2
8341,8341,XF92956,Oregon,2448.859093,No,Basic,High School or Below,2011-01-15,Unemployed,M,0,Suburban,Single,68,35.0,52,0.0,1,Personal Auto,Personal L2,Offer3,Branch,489.6,Four-Door Car,Medsize,,1
8342,8342,ZP91150,Oregon,7944.973807,No,Premium,College,2011-02-13,Unemployed,M,0,Suburban,Single,113,10.0,97,0.0,9,Corporate Auto,Corporate L3,Offer1,Web,542.4,Four-Door Car,Medsize,A,2
8343,8343,UN51653,California,9402.729769,No,Extended,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Single,130,28.0,88,0.0,4,Personal Auto,Personal L3,Offer1,Web,936.0,SUV,Medsize,A,2
8344,8344,QA93530,Nevada,5757.489397,No,Basic,College,2011-02-10,Employed,F,81491,Rural,Divorced,72,21.0,24,0.0,3,Personal Auto,Personal L1,Offer3,Agent,61.715527,,,A,2
8345,8345,ZH93283,Arizona,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L1,Offer1,Agent,412.8,Four-Door Car,Medsize,A,2
8346,8346,PZ10136,Oregon,2465.616631,No,Basic,Master,2011-01-17,Employed,M,51641,Rural,Single,63,8.0,80,1.0,1,Personal Auto,Personal L3,Offer1,Agent,137.091494,Four-Door Car,Medsize,,1
8347,8347,LY17996,California,6190.316839,No,Extended,High School or Below,2011-01-26,Medical Leave,M,25743,Suburban,Married,79,13.0,63,0.0,8,Personal Auto,Personal L3,Offer4,Branch,596.2476,Two-Door Car,Large,,1
8348,8348,PA84292,Oregon,2452.360892,No,Basic,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Single,69,13.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Medsize,,1
8349,8349,IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,2011-02-03,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medsize,,2
8350,8350,SG53084,California,4766.645359,No,Basic,Bachelor,2011-02-28,Employed,F,70432,Rural,Married,61,16.0,49,3.0,4,Personal Auto,Personal L2,Offer4,Web,6.422285,Four-Door Car,Medsize,A,2
8351,8351,PC83755,Oregon,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize,,1
8352,8352,AH41065,Washington,18943.26899,No,Extended,High School or Below,2011-01-27,Employed,M,58851,Suburban,Married,79,11.0,33,1.0,2,Personal Auto,Personal L1,Offer2,Web,494.187643,Four-Door Car,Medsize,,1
8353,8353,XJ34057,California,10339.59799,No,Extended,Bachelor,2011-02-25,Employed,M,67134,Rural,Married,131,,63,,6,Personal Auto,Personal L2,Offer1,Call Center,277.448968,Sports Car,Medsize,,2
8354,8354,MK70700,California,5553.295758,No,Basic,Master,2011-01-07,Employed,M,68197,Urban,Married,69,1.0,81,0.0,3,Personal Auto,Personal L1,Offer2,Branch,176.819414,Four-Door Car,Medsize,A,1
8355,8355,YP72749,California,2449.789611,No,Basic,Bachelor,2011-02-16,Employed,F,44662,Urban,Single,63,3.0,51,1.0,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize,A,2
8356,8356,QD38160,Oregon,4471.778239,No,Extended,College,2011-01-24,Unemployed,M,0,Suburban,Single,135,8.0,14,0.0,1,Personal Auto,Personal L3,Offer1,Agent,972.0,SUV,Medsize,,1
8357,8357,MB91424,California,7425.269244,No,Basic,College,2011-02-10,Employed,M,36259,Suburban,Married,63,14.0,60,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medsize,A,2
8358,8358,NR49426,Nevada,5195.824739,No,Basic,College,2011-01-29,Employed,M,69488,Suburban,Divorced,68,13.0,25,3.0,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize,,1
8359,8359,JS55721,California,2413.93064,No,Basic,College,2011-01-20,Disabled,M,12495,Suburban,Divorced,65,32.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,312.0,Four-Door Car,Medsize,,1
8360,8360,UF56271,Washington,2814.438036,No,Basic,High School or Below,2011-01-20,Employed,F,30703,Suburban,Married,70,15.0,58,0.0,1,Personal Auto,Personal L1,Offer1,Agent,336.0,Four-Door Car,Medsize,,1
8361,8361,AP52565,Arizona,6746.434272,No,Extended,High School or Below,2011-02-26,Employed,F,70328,Urban,Married,84,11.0,32,0.0,6,Corporate Auto,Corporate L1,Offer4,Branch,293.227028,Four-Door Car,Medsize,A,2
8362,8362,QK88438,Arizona,5323.267311,No,Basic,College,2011-02-19,Employed,F,55289,Rural,Single,67,10.0,71,0.0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medsize,A,2
8363,8363,GW89349,Nevada,7662.429999,No,Basic,High School or Below,2011-02-24,Unemployed,M,0,Suburban,Single,73,28.0,19,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,525.6,Four-Door Car,Medsize,,2
8364,8364,OQ99704,Washington,3981.775889,No,Basic,Bachelor,2011-02-11,Employed,F,52801,Urban,Married,100,21.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Branch,475.20088,SUV,Small,A,2
8365,8365,OQ27893,,2903.242245,,Basic,High School or Below,2011-01-10,Employed,M,20510,Suburban,Married,74,32.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medsize,A,1
8366,8366,EP80820,California,5928.748528,No,Basic,Bachelor,2011-01-27,Employed,F,40531,Rural,Married,74,17.0,32,0.0,9,Personal Auto,Personal L3,Offer1,Agent,30.567357,,,A,1
8367,8367,AJ89108,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A,1
8368,8368,BR50492,Arizona,49423.79557,No,Extended,Bachelor,2011-01-04,Employed,M,85058,Urban,Married,137,34.0,82,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,595.369784,SUV,Medsize,A,1
8369,8369,DU50092,Oregon,56675.93768,No,Premium,College,2011-01-24,Employed,F,77237,Suburban,Married,283,33.0,93,0.0,2,Personal Auto,Personal L1,Offer4,Web,1358.4,,,A,1
8370,8370,MK56815,California,9591.232645,No,Premium,College,2011-02-25,Employed,M,54538,Urban,Married,119,32.0,63,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medsize,A,2
8371,8371,YX90754,Nevada,8539.826923,No,Basic,High School or Below,2011-02-20,Employed,F,55478,Urban,Married,71,7.0,1,0.0,2,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,Medsize,,2
8372,8372,NQ32487,California,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize,A,2
8373,8373,UV48386,California,2698.048753,No,Basic,Master,2011-01-25,Employed,M,40154,Suburban,Married,67,24.0,17,0.0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize,,1
8374,8374,RE81445,Oregon,5734.598243,No,Basic,College,2011-01-05,Employed,F,98132,Rural,Married,71,10.0,61,0.0,3,Personal Auto,Personal L2,Offer3,Branch,50.587035,Two-Door Car,Medsize,,1
